annotation,concept,label
"\Вечера на хуторе близ Диканьки — первый сборник Гоголя, который сразу сделал его имя известным. Пушкин смеялся, читая эти истории, и высоко оценил молодого писателя. Гоголь тонко уловил моду на народную тему и оформил книгу как \вечерницы — сказания, которые рассказывают на закате. За вертепным рассказом о черте, который крадет месяц, следует мрачная легенда о колдуне. Фольклор, сатира, мистика создают мир, где смешное соседствует с жутким. Сборник состоит из двух частей и объединен образом рассказчика — пасечника Рудого Панька. Это истории, в которых народные предания, мистические события и живые сцены из деревенской жизни переплетаются так естественно, что грань между вымыслом и реальностью почти исчезает. Повседневное соседствует с невероятным, но человек остается главным чудом среди чудес.",психологический_конфликт,0
"Один из самых популярных романов Чингиза Айтматова. Главный герой — Едигей, стрелочник на железнодорожном разъезде Боранлы-Буранный. В суровых степях он живет рядом с лучшим другом Казангапом. После смерти друга Едигей решает похоронить его на старом кладбище Ана-Бейит — «Материнский упокой», овеянном легендами и преданиями. Однако на месте древнего кладбища уже построен обнесенный колючей проволокой космодром. Роман сложен по композиции: в нем переплетаются миф и реальность, настоящее и прошлое.",первая_любовь,0
"Свой третий роман Набоков начал писать на юге Франции, а закончил в 1929 году в Берлине, незадолго до этого написав матери: «Через три-четыре дня поставлю точку. Долго потом не буду браться за такие чудовищно трудные темы, а напишу что-нибудь тихое, плавное. Все же я доволен моим Лужиным, — но какая сложная, сложная махина». «Защита Лужина» содержит в себе множество пластов, каждый из которых подробно исследует одну из тем, которые впоследствии станут ключевыми в творчестве Набокова. Здесь и тема двойничества, и соприкосновение мира реального и вымышленного, и столкновение искусства с жизнью, гениальности с обыденностью. Для главного героя, подающего большие надежды гроссмейстера Лужина, одержимого шахматами, жизнь становится партией на шахматной доске, партией, в которой невозможно выиграть, но можно успешно защищаться. Безупречный набоковский стиль, захватывающий сюжет, тонкий психологизм мгновенно сделали из молодого автора одну из главных фигур русского зарубежья.",первая_любовь,0
"«Крейцерова соната» — самое скандальное произведение Толстого. На страницах повести писатель излагает свои поздние взгляды на взаимоотношения полов. «Смерть Ивана Ильича» — одна из вершин мировой психологической прозы: хроника смертельной болезни, где умирающий отказывается принять смерть и приходит к пониманию того, чем была его жизнь. «Хаджи-Мурат» — размышления позднего Толстого о жизнестойкости и о развращающей силе власти. Последняя большая художественная вещь и в каком-то смысле завещание Толстого.",утопия,0
"Повесть «Записки из Мертвого дома» основана на воспоминаниях писателя о годах, проведенных в Омском остроге. По мнению критиков, именно с этого произведения начинается подлинный Достоевский с его психологизмом и глубиной образов. В «Записках из Мертвого дома» перед читателем открывается мир, где насилие над человеческой личностью принимает привычный, повседневный характер. Это история, повествующая о судьбах отверженных, которых Достоевский встречал на каторжных работах. Виновные и невинные, убийцы и контрабандисты, лихие воры и интеллигентные фальшивомонетчики, дворяне и крестьяне… Каждый обитатель острожного «Мертвого дома», созданный пером Достоевского, навеки остается в памяти.",утопия,0
"«Братья Карамазовы» (1880 г.) — последний роман Достоевского, вершина его творчества, в каком-то смысле главный труд всей его жизни и одно из величайших произведений в истории мировой литературы. Загадка, связанная со смертью и кражей, полная накала и страстей любовная история, разворачивающаяся на глазах читателя семейная драма, сложные психологические перипетии, множество вплетенных в основную канву других остросюжетных линий — все это вместилось в роман «Братья Карамазовы», главной проблематикой которого является вопрос о Боге и бессмертии души. А в центре повествования — человек, терзаемый сомнениями, раздираемый страстями, жаждущий любви, власти, денег, мечущийся от добра ко злу и от зла к добру, ищущий свой путь, свою веру, своего Бога.",бог,1
"«Горе от ума» — одна из первых русских комедий, «разодранных» на пословицы и поговорки, которыми до сих пор украшена речь всякого мало-мальски начитанного человека. «Горе от ума» — комедия, давшая русской литературе первого «лишнего человека». Эта комедия с трагическим, в сущности, финалом — поистине «русская комедия» с отчетливым горьким осадком и бесконечным сочувствием герою. Издание снабжено комментарием, а также отрывками из статей А. С. Пушкина, И. А. Гончарова и А. Григорьева, посвященных комедии «Горе от ума», что, несомненно, поможет всем, кто изучает русскую словесность.",социальный_конфликт,1
"Самый красивый в двадцатом столетии роман о любви, дружбе и трагических человеческих отношениях.",послевоенная_травма,1
"«Яма» — самое трагическое произведение Куприна, которое в свое время произвело среди читателей и критиков эффект разорвавшейся бомбы, и даже сейчас потрясает своей силой и беспощадным реализмом. Печальная история обитательниц борделя средней руки рассказана с почти фотографической точностью. Характеры «ночных бабочек», их клиентов и единственного друга — журналиста, образ которого у Куприна имеет автобиографические черты, восхищают психологической глубиной и яркостью. Роман захватывает не пикантностью темы, а честным, неравнодушным и человечным отношением автора к судьбе девушек, которых обстоятельства завели в «Яму».",утопия,0
"Последний берлинский роман Набокова и грозное предупреждение не только современникам, но и потомкам. Роман создавался в Германии во второй половине тридцатых годов, когда страна медленно погружалась в пучину нацизма и уже готовилась утащить за собой весь мир. Судья шёпотом на ухо сообщает подсудимому Цинциннату Ц. его приговор – смертная казнь. С этого момента начинается череда совершенно безумных происшествий в совершенно безумном мире. Абсурдность всего происходящего поначалу вызывает улыбку, но постепенно, по мере развития действия, события принимают все более и более мрачный оборот. Несмотря на всю свою фантасмагоричность, этот мир действует по хоть и безумным, но невероятно жестким законам, которые нельзя обойти или отменить, а нарушение этих законов карается самым строгим образом. При этом главный герой виновен уже от рождения, виновен в том, что родился не таким прозрачным, как другие. Инаковость, непохожесть карается смертью.",репрессии,1
"«Крейцерова соната» — самое скандальное произведение Толстого. На страницах повести писатель излагает свои поздние взгляды на взаимоотношения полов. «Смерть Ивана Ильича» — одна из вершин мировой психологической прозы: хроника смертельной болезни, где умирающий отказывается принять смерть и приходит к пониманию того, чем была его жизнь. «Хаджи-Мурат» — размышления позднего Толстого о жизнестойкости и о развращающей силе власти. Последняя большая художественная вещь и в каком-то смысле завещание Толстого.",психоз,0
"Истории, основанные на личном опыте Булгакова, — о внутренней борьбе и сострадании к ближнему, о чувстве долга и о надежде даже в самых отчаянных обстоятельствах. Молодого врача, только что окончившего университет, направляют работать в больницу в глуши. Там, один на один со сложными случаями, дремучестью пациентов и тяжелым каждодневным трудом, ему предстоит борьба с собственными страхами и сомнениями. \Записки юного врача — гимн (и одновременно реквием) земской медицине, где герой балансирует между подвижничеством и отчаянием.",психологический_конфликт,1
"В окружном суде слушается дело о похищении денег и отравлении купца Смелькова. Князь Дмитрий Нехлюдов, один из присяжных заседателей, узнает в обвиняемой проститутке Катюшу Маслову — милую девушку, которую он соблазнил и бросил в юности. Терзаемый муками совести, он решает помочь Катюше. Нехлюдов готов последовать за ней на каторгу в Сибирь и даже жениться, чтобы искупить свою вину. «Воскресение» — последний роман Льва Толстого, который затрагивает темы ответственности, вины и духовного воскресения души.",жертва,0
"Антиутопический роман о мире, где книги уничтожаются, а культура и мышление подменяются развлечением и пропагандой.",культура,1
"Александр Куприн — писатель, исследующий любовь в самых разных ее проявлениях. Так, повесть «Гранатовый браслет» рассказывает о чиновнике Желтковом, который, будучи одержим нежными чувствами к прекрасной, но недоступной княгине Вере Шеиной, дарит ей дорогое изящное украшение как символ своей любви. Современники восприняли произведение неоднозначно: одни видели в нем трогательную историю, другие — трагедию. Что значит любить и чем вы готовы пожертвовать ради своих чувств? Куприн мастерски передает атмосферу начала XX века и многослойность эмоций персонажей, создавая атмосферу глубокой тоски и нежности.",наказание,0
"«Крейцерова соната» — самое скандальное произведение Толстого. На страницах повести писатель излагает свои поздние взгляды на взаимоотношения полов. «Смерть Ивана Ильича» — одна из вершин мировой психологической прозы: хроника смертельной болезни, где умирающий отказывается принять смерть и приходит к пониманию того, чем была его жизнь. «Хаджи-Мурат» — размышления позднего Толстого о жизнестойкости и о развращающей силе власти. Последняя большая художественная вещь и в каком-то смысле завещание Толстого.",жизнь_и_смерть,0
"Самый красивый в двадцатом столетии роман о любви, дружбе и трагических человеческих отношениях.",космодром,0
"Пять совсем еще юных девушек-зенитчиц под руководством старшины вступают в неравный бой с отрядом немецких диверсантов. Об этом великом, однако не попавшем в сводки военных событий подвиге повесть «А зори здесь тихие…» – шедевр русской «военной прозы», одно из самых проникновенных и трагических произведений о Великой Отечественной войне. Действие повести «Завтра была война» происходит накануне Великой Отечественной войны. Это история о школьниках, их взрослении, первом нравственном выборе и противостоянии, история о выпускниках, которым совсем скоро предстоит взять в руки оружие и отправиться на фронт – защищать Родину.",религия,0
"«Тихий Дон» – масштабное эпическое полотно, повествующее о донском казачестве в самый противоречивый, переломный период истории нашей страны – кровавой Первой мировой и братоубийственной Гражданской войны, когда, по словам самого Шолохова, «в смертной драке брат идет на брата, сын – на отца». Что же происходило в душах людей в это смутное время, как получилось, что самые родные, близкие люди вдруг стали по разные стороны баррикад и превратились в смертельных врагов? По глубине осмысления действительности, удивительной точности в описании характеров этому произведению, пожалуй, нет равных. Книга, о которой говорят и спорят по сей день!",человек_и_природа,0
"«Братья Карамазовы» (1880 г.) — последний роман Достоевского, вершина его творчества, в каком-то смысле главный труд всей его жизни и одно из величайших произведений в истории мировой литературы. Загадка, связанная со смертью и кражей, полная накала и страстей любовная история, разворачивающаяся на глазах читателя семейная драма, сложные психологические перипетии, множество вплетенных в основную канву других остросюжетных линий — все это вместилось в роман «Братья Карамазовы», главной проблематикой которого является вопрос о Боге и бессмертии души. А в центре повествования — человек, терзаемый сомнениями, раздираемый страстями, жаждущий любви, власти, денег, мечущийся от добра ко злу и от зла к добру, ищущий свой путь, свою веру, своего Бога.",утопия,0
"В книге Ивана Шмелева «Лето Господне» глазами ребенка изображен старый московский быт, раскрывается мир русского человека, жизнь которого проникнута православным духом и согрета христианской верой. Смысл и красота православных праздников и обрядов переданы как живая традиция, формирующая духовный облик человека.",духовность,1
"История города Макондо и рода Буэндиа, в котором чудеса повседневны, а судьба семьи становится отражением истории Латинской Америки.",традиции,0
"Преступление и наказание (1866) — одно из самых значительных произведений в истории мировой литературы. Это и глубокий философский роман, и тонкая психологическая драма, и захватывающий детектив, и величественная картина мрачного города, в недрах которого герои грешат и ищут прощения, жертвуют собой и отрекаются от себя ради ближних и находят успокоение в смирении, покаянии, вере. Главный герой романа Родион Раскольников решается на убийство, чтобы доказать себе и миру, что он не тварь дрожащая, а право имеет. Главным предметом исследования писателя становится процесс превращения добропорядочного, умного и доброго юноши в убийцу, а также то, как совершивший преступление Раскольников может искупить свою вину.",утопия,0
Душещипательная история о любви и трагической развязке.,любовь_и_разочарование,0
"В книге Ивана Шмелева «Лето Господне» глазами ребенка изображен старый московский быт, раскрывается мир русского человека, жизнь которого проникнута православным духом и согрета христианской верой. Смысл и красота православных праздников и обрядов переданы как живая традиция, формирующая духовный облик человека.",война,0
"«Повести покойного Ивана Петровича Белкина» А.С. Пушкин написал болдинской осенью 1830 года, находясь на трехмесячном карантине. И, по собственному признанию, «он никогда еще так не писал» — «просто, коротко и ясно» и так плодотворно. По мнению самого поэта, нужно писать прозу, которая одновременно «требует мыслей и мыслей — без них блестящие выражения ни к чему не служат». Главный вопрос всех размышлений в «Повестях Белкина» был вопрос о счастье и судьбе. Абсолютно новаторский цикл позволил создать широкую картину русской жизни с высочайшей степенью человечности. Повесть «Дубровский» была задумана автором как роман эпохи пугачёвщины с героем-дворянином, перешедшим на сторону бунтовщиков. Работая над «Дубровским», Александр Пушкин задумал «Капитанскую дочку», а писал, когда работал над «Историей Пугачева». И Николай Гоголь назвал «Капитанскую дочку» «решительно лучшим русским произведеньем в повествовательном роде», в котором «выступили истинно русские характеры: простой комендант крепости, капитанша, поручик; сама крепость с единственной пушкой, бестолковщина времени и простое величие простых людей». В «Пиковой даме» А. Пушкин соединил признаки модных в то время повествований — светской и фантастической повестей и добился широкого признания. «Верхом искусства фантастического» позже назвал «Пиковую даму» Ф.М. Достоевский.",слово,0
