annotation,concept,label
"Вошедшие в этот сборник «Ревизор» и «Женитьба» – две замечательные сатирические комедии Гоголя, два шедевра классической русской комедиографии, уже почти полтора столетия не сходящие с лучших сцен нашей страны и неоднократно экранизированные. Что же делает эти произведения актуальными? Не то ли, что типажи, так блестяще описанные Гоголем, – проворовавшиеся ленивые чиновники, провинциальные нувориши и их нелепо претендующие на столичный шик дочки, трусоватые женихи, никак не готовые расстаться с холостяцкой долей, и бойкие напористые свахи, – частенько встречаются нам и сейчас?",революционные_потрясения,0
Персонаж теряет веру в отношения.,любовь_и_разочарование,1
"Кажется, что в XIX веке больше всего писателей выпускали медицинские институты. Антон Павлович Чехов прекрасно иллюстрирует собой эту шутку. Признанный мастер тонкого, а главное, краткого, юмористического рассказа начинал как уездный врач и иногда принимал больных совершенно бесплатно, если у тех не было денег. Чуть позже он заинтересовался и психиатрией. Многие сюжеты из его частной жизни и практики перекочевали на страницы его произведений. Иногда забавные и абсурдные, а порой острые и совершенно трагические — они собраны в этой книге.",родина,0
Герой пытается изменить свою судьбу своими решениями.,свобода_воли,1
Герой проявляет силу характера.,характер,0
"Вошедшие в этот сборник «Ревизор» и «Женитьба» – две замечательные сатирические комедии Гоголя, два шедевра классической русской комедиографии, уже почти полтора столетия не сходящие с лучших сцен нашей страны и неоднократно экранизированные. Что же делает эти произведения актуальными? Не то ли, что типажи, так блестяще описанные Гоголем, – проворовавшиеся ленивые чиновники, провинциальные нувориши и их нелепо претендующие на столичный шик дочки, трусоватые женихи, никак не готовые расстаться с холостяцкой долей, и бойкие напористые свахи, – частенько встречаются нам и сейчас?",общественное_мнение,0
Персонаж борется с жизненными обстоятельствами.,стойкость,1
Герой ощущает сильные душевные переживания.,боль,1
Герой отстаивает свои убеждения.,недоверие,0
"Самый красивый в двадцатом столетии роман о любви, дружбе и трагических человеческих отношениях.",любовь_и_верность,0
Персонаж познаёт себя через испытания.,самоутверждение,0
Герой обращается к высшей силе.,религия,1
Персонаж бунтует против системы.,бунт_против_судьбы,0
История показывает лицемерие общества.,несправедливость,0
Герой теряет доверие к людям.,недоверие,1
"Как бы ни было прекрасно изображение в камере обскура – это лишь перевернутая картинка реального мира. Великий роман Набокова, многие идеи которого получили развитие в написанной им двадцать два года спустя «Лолите». Одной из ключевых для этого романа является тема отображения жизни. А одно из главных средств отображения жизни – искусство, и прежде всего, раз речь идет о XX веке, – кинематограф. Искусствовед Бруно Кречмар, преуспевающий знаток живописи и респектабельный глава семейства, встречает в зале кинотеатра Магду Петерс, бедную молодую девушку, подрабатывающую билетершей и мечтающую о карьере актрисы. Вспыхнувшая в нем страсть кажется глотком свежего воздуха, единственным реальным чувством в мире вечной лжи, догм, условностей и правил. Но, на самом деле, это лишь иллюзия, искривленное и перевернутое изображение реальности в камере обскура. И за это знание Бруно придется заплатить слишком большую цену.",историческая_память,0
"«Яма» — самое трагическое произведение Куприна, которое в свое время произвело среди читателей и критиков эффект разорвавшейся бомбы, и даже сейчас потрясает своей силой и беспощадным реализмом. Печальная история обитательниц борделя средней руки рассказана с почти фотографической точностью. Характеры «ночных бабочек», их клиентов и единственного друга — журналиста, образ которого у Куприна имеет автобиографические черты, восхищают психологической глубиной и яркостью. Роман захватывает не пикантностью темы, а честным, неравнодушным и человечным отношением автора к судьбе девушек, которых обстоятельства завели в «Яму».",литература,0
Отношения героев проходят через испытания и меняются.,отношения,1
"\Вечера на хуторе близ Диканьки — первый сборник Гоголя, который сразу сделал его имя известным. Пушкин смеялся, читая эти истории, и высоко оценил молодого писателя. Гоголь тонко уловил моду на народную тему и оформил книгу как \вечерницы — сказания, которые рассказывают на закате. За вертепным рассказом о черте, который крадет месяц, следует мрачная легенда о колдуне. Фольклор, сатира, мистика создают мир, где смешное соседствует с жутким. Сборник состоит из двух частей и объединен образом рассказчика — пасечника Рудого Панька. Это истории, в которых народные предания, мистические события и живые сцены из деревенской жизни переплетаются так естественно, что грань между вымыслом и реальностью почти исчезает. Повседневное соседствует с невероятным, но человек остается главным чудом среди чудес.",роль_личности_в_истории,0
Персонаж отказывается от собственного благополучия ради других.,саморазрушение,0
"История мальчиков, оказавшихся на необитаемом острове, превращается в философскую притчу о распаде цивилизации и природе человеческого зла.",миф,0
"«Крейцерова соната» — самое скандальное произведение Толстого. На страницах повести писатель излагает свои поздние взгляды на взаимоотношения полов. «Смерть Ивана Ильича» — одна из вершин мировой психологической прозы: хроника смертельной болезни, где умирающий отказывается принять смерть и приходит к пониманию того, чем была его жизнь. «Хаджи-Мурат» — размышления позднего Толстого о жизнестойкости и о развращающей силе власти. Последняя большая художественная вещь и в каком-то смысле завещание Толстого.",психоз,0
Персонаж вынужден принять трудное моральное решение.,мораль,0
Идея построения «общепролетарского дома» превращает «Котлован» в мощную антиутопию: утопический «земной рай» оборачивается кладбищем несбыточных фантазий и личной мировоззренческой трагедией.,коллективизм,1
Герой подчиняется приказам.,героизм,0
"Самый красивый в двадцатом столетии роман о любви, дружбе и трагических человеческих отношениях.",космодром,0
Герой отстаивает свои убеждения.,убеждения,1
"Князь Лев Николаевич Мышкин возвращается в Россию после пребывания в санатории и оказывается втянутым в сложный любовный треугольник. Его искренние порывы и чувства сталкиваются с жестоким миром ревности, самолюбия и пресыщенности окружающих. Такие насыщенные сюжеты всегда «обречены» вызывать в читателе автоматический эффект присутствия. Секрет не только и не столько в событийных перипетиях, сколько в великолепно выписанных персонажах и электрических разрядах между ними. Суммой всех слагаемых становится превращение эффекта присутствия в «эффект соучастия»: погружаясь в роман, вы становитесь сначала невидимым свидетелем событий, а потом сживаетесь с главным героем так прочно, что смотрите его глазами и меряете его мир биением собственного сердца. И тогда возникает главный вопрос: как выжить в этом мире, который казался вымышленным и вдруг стал таким реальным, и как здесь не сойти с ума. В конце концов, может ли общество определять степень чьей-то «нормальности»? Вообще, кто из нас князь Мышкин?",характер,0
Персонаж делает выводы из прошлого.,исторический_выбор,0
"Кажется, что в XIX веке больше всего писателей выпускали медицинские институты. Антон Павлович Чехов прекрасно иллюстрирует собой эту шутку. Признанный мастер тонкого, а главное, краткого, юмористического рассказа начинал как уездный врач и иногда принимал больных совершенно бесплатно, если у тех не было денег. Чуть позже он заинтересовался и психиатрией. Многие сюжеты из его частной жизни и практики перекочевали на страницы его произведений. Иногда забавные и абсурдные, а порой острые и совершенно трагические — они собраны в этой книге.",война,0
Персонаж вынужден принять трудное моральное решение.,нравственный_выбор,1
Герой признаёт свою ошибку и просит прощения.,покаяние,1
"Ф.М. Достоевский — мастер психологической прозы XIX века, признанный во всем мире. Его работы переведены более чем на 170 языков. «Преступление и наказание» — высочайший образец криминального романа. Достоевский поставил вопросы, и по сей день не решенные. Кем должен быть человек: «тварью дрожащей», как говорит Раскольников, или «Наполеоном»? Произведение написано в 1866 году, но до сих пор остается самой читаемой в мире книгой и входит в большинство школьных программ по литературе.",гражданская_война,0
"Безответная любовь, глубокое одиночество, крушение мечты и образ мечтателя объединяют ранние и самые поэтичные повести Достоевского «Белые ночи» и «Хозяйка». Герои этих произведений влюбляются, жертвуют собой, пытаются вырваться из неблагополучных условий и однообразия серой жизни и в наваждении бродят по улицам Санкт-Петербурга, с любовью описанных автором. Эта любовь отразилась также в цикле фельетонов «Петербургская летопись», где впервые появляется образ мечтателя.",легенда,0
"Бессмертная классика русской литературы, вошедшая в обязательную школьную программу. Мечта разбогатеть обосновалась в арсенале человеческих желаний едва ли не раньше, чем появились сами деньги. Бывший чиновник Чичиков не чужд этой страсти, поэтому отправляется по городам и весям с нетривиальной идеей приобрести у помещиков умерших крестьян, которые по ревизским спискам еще значились как живые. За них можно получить хороший денежный кредит и наконец обрести высокий социальный статус. Чичиков, конечно, мошенник, но на фоне тех личностей, с которыми сводит его кривая мечты, кинематографично и зубодробительно смешно выписанных Гоголем, он вызывает несомненные симпатии. Нравственное выздоровление своего героя автор планировал во втором и третьем томах «Мертвых душ». К сожалению, эти страницы не написаны. Или к счастью, ведь теперь мы сами можем всё додумать. История с открытым финалом — это вечный привет от классика каждому новому поколению.",утопия,0
Герои проходят испытания вместе.,героизм,0
История показывает столкновение свободы выбора и предопределения.,свобода_воли,0
Любовь становится главным мотивом поступков героя.,несчастная_любовь,0
Герой задумывается о правильности своих поступков.,героизм,0
Герой сталкивается с предательством.,трусость,0
Герой проявляет человечность в сложной ситуации.,жертвы_войны,0
"Роман о землемере К., пытающемся попасть в недоступный Замок, где иррациональная бюрократическая система превращает существование в абсурдное ожидание.",власть,1
"Герой делает нравственный выбор, отказываясь от выгоды.",нравственный_выбор,1
Персонаж разрушает себя своими действиями.,самолюбие,0
Герой сталкивается с обществом.,жертвы_войны,0
Джордж Оруэлл — один из самых читаемых в мире авторов... Этот роман-предупреждение об опасности тоталитаризма стал одной из самых известных антиутопий XX века...,революция,0
"Роман-исповедь о поиске нравственных ориентиров и конфликте поколений. 19-летний Аркадий Долгорукий стремится обрести через богатство свободу и власть, оказываясь втянутым в сложные семейные и любовные противоречия.",чувство_собственного_достоинства,0
Персонаж сохраняет внутреннюю стойкость.,выносливость,0
"Ф.М. Достоевский — мастер психологической прозы XIX века, признанный во всем мире. Его работы переведены более than 170 языков. «Преступление и наказание» — высочайший образец криминального романа. Достоевский поставил вопросы, и по сей день не решенные. Кем должен быть человек: «тварью дрожащей», как говорит Раскольников, или «Наполеоном»? Произведение написано в 1866 году, но до сих пор остается самой читаемой в мире книгой и входит в большинство школьных программ по литературе.",психоз,0
Персонаж вынужден принять трудное моральное решение.,этика,0
Персонажи помогают друг другу в сложных жизненных ситуациях.,страдание,0
Герой сталкивается с предательством.,жертвы_войны,0
Герой осознаёт последствия своих действий.,жертва,0
"История города Макондо и рода Буэндиа, в котором чудеса повседневны, а судьба семьи становится отражением истории Латинской Америки.",гражданская_война,0
"Как бы ни было прекрасно изображение в камере обскура – это лишь перевернутая картинка реального мира. Великий роман Набокова, многие идеи которого получили развитие в написанной им двадцать два года спустя «Лолите». Одной из ключевых для этого романа является тема отображения жизни. А одно из главных средств отображения жизни – искусство, и прежде всего, раз речь идет о XX веке, – кинематограф. Искусствовед Бруно Кречмар, преуспевающий знаток живописи и респектабельный глава семейства, встречает в зале кинотеатра Магду Петерс, бедную молодую девушку, подрабатывающую билетершей и мечтающую о карьере актрисы. Вспыхнувшая в нем страсть кажется глотком свежего воздуха, единственным реальным чувством в мире вечной лжи, догм, условностей и правил. Но, на самом деле, это лишь иллюзия, искривленное и перевернутое изображение реальности в камере обскура. И за это знание Бруно придется заплатить слишком большую цену.",эпоха,0
"В книге представлены наиболее известные пьесы Д.И. Фонвизина – «Недоросль» и «Бригадир». Комедии, написанные в далеком «веке золотом Екатерины», – вот истинный показатель таланта автора – не утрачивают актуальности и в наши дни. Ведь выведенные в них типажи богатеньких сынков, неучей, невеж и самодуров встречаются нам и сегодня, а легендарные «Не хочу учиться – хочу жениться» или «Век живи – век учись» знает каждый.",эпоха,0
Война влияет на личность героя.,жестокость_войны,0
Персонаж остаётся верным своим принципам.,самоуважение,0
"Герой делает нравственный выбор, отказываясь от выгоды.",героизм,0
"Антиутопический роман о мире, где книги уничтожаются, а культура и мышление подменяются развлечением и пропагандой.",миф,0
"Пять совсем еще юных девушек-зенитчиц под руководством старшины вступают в неравный бой с отрядом немецких диверсантов. Об этом великом, однако не попавшем в сводки военных событий подвиге повесть «А зори здесь тихие…» – шедевр русской «военной прозы», одно из самых проникновенных и трагических произведений о Великой Отечественной войне. Действие повести «Завтра была война» происходит накануне Великой Отечественной войны. Это история о школьниках, их взрослении, первом нравственном выборе и противостоянии, история о выпускниках, которым совсем скоро предстоит взять в руки оружие и отправиться на фронт – защищать Родину.",жестокость_войны,0
"В сборник, озаглавленный Гоголем \Миргород, вошли четыре повести, основанные на украинском фольклоре. \Старосветские помещики – печальная история любви двух супругов, любви, за границами которой герои уже не видят окружающего мира. \Тарас Бульба – ни в чем не схожая с предыдущей повесть о жизни запорожских казаков, где царят боевой дух, жажда воинской славы и любовь, которая оказывается сильнее долга перед родиной и перед отцом. Третья повесть – \Вий – леденящий душу рассказ о темных силах преисподней, в жуткой схватке с которыми, поддавшись страху, погибает семинарист. И, наконец, \Повесть о том, как поссорился Иван Иванович с Иваном Никифоровичем – юмористическая зарисовка из жизни городка Миргорода, кажется, никогда не стареющая история о том, как вдруг на ровном месте ссорятся закадычные друзья. Яркий пример того, как пустяковая размолвка может обернуться не просто враждой и судебным разбирательством, но чуть ли не смыслом всей жизни.",нигилизм,0
"В окружном суде слушается дело о похищении денег и отравлении купца Смелькова. Князь Дмитрий Нехлюдов, один из присяжных заседателей, узнает в обвиняемой проститутке Катюшу Маслову — милую девушку, которую он соблазнил и бросил в юности. Терзаемый муками совести, он решает помочь Катюше. Нехлюдов готов последовать за ней на каторгу в Сибирь и даже жениться, чтобы искупить свою вину. «Воскресение» — последний роман Льва Толстого, который затрагивает темы ответственности, вины и духовного воскресения души.",страдание,0
Герой испытывает сильное внутреннее напряжение.,героизм,0
Персонаж действует только в своих интересах.,самолюбие,0
"Герой делает нравственный выбор, отказываясь от выгоды.",мужество,0
Персонаж впервые сталкивается с глубокими эмоциями.,страсть,0
Персонаж ощущает свою значимость.,самообман,0
"В этот сборник вошли произведения Булгакова, носящие автобиографический характер, — остроумная, ироничная повесть «Записки на манжетах», посвященная скитаниям по послереволюционному Кавказу, сложным отношениям с «красной» властью и собратьями по перу, мечтам об эмиграции и первым опытам в литературе, и потрясающие «Записки юного врача» — почти документальные очерки Булгакова о святом и страшном жребии служителя Гиппократа в нищей, почти средневековой российской провинции начала 1920-х. В книгу включен и «Морфий» — пугающе откровенная, мучительная исповедь, послужившая основой для одноименного фильма Алексея Балабанова.",революционные_потрясения,0
"В сборник вошли две, наверное, самые знаменитые пьесы Островского – «Гроза» (1859 г.) и «Бесприданница» (1878 г.). В обеих пьесах описывается трагическая судьба их героинь. Две разбитые жизни. Два пылких сердца. Две пронзительные истории любви. И две попытки вырваться из замкнутого круга. Во времена Островского «Гроза» произвела эффект разорвавшейся бомбы, не случайно критик Добролюбов назвал ее героиню «лучом света в темном царстве». Несмотря на то, что времена поменялись, пьесы не теряют своей актуальности. Потому что ханжество, показная добродетель, эгоизм и себялюбие всегда будут противостоять искренним чувствам и настоящим порывам души.",литература,0
Герой пытается сохранить индивидуальность.,личность_и_общество,1
"Бессмертная классика русской литературы, вошедшая в обязательную школьную программу. Мечта разбогатеть обосновалась в арсенале человеческих желаний едва ли не раньше, чем появились сами деньги. Бывший чиновник Чичиков не чужд этой страсти, поэтому отправляется по городам и весям с нетривиальной идеей приобрести у помещиков умерших крестьян, которые по ревизским спискам еще значились как живые. За них можно получить хороший денежный кредит и наконец обрести высокий социальный статус. Чичиков, конечно, мошенник, но на фоне тех личностей, с которыми сводит его кривая мечты, кинематографично и зубодробительно смешно выписанных Гоголем, он вызывает несомненные симпатии. Нравственное выздоровление своего героя автор планировал во втором и третьем томах «Мертвых душ». К сожалению, эти страницы не написаны. Или к счастью, ведь теперь мы сами можем всё додумать. История с открытым финалом — это вечный привет от классика каждому новому поколению.",крестьянская_доля,0
